claim_id,subject_type,subject_id,predicate,object_text,confidence,status,notes
C0726,place,L0216,bani_torof_power,Abdollah Khan described the Bani Torof as controlling important fertile lands and regarded excessive growth of their political power as a problem requiring balance.,confirmed,active,Authorial assessment; preserve attribution.
C0727,place,L0216,bani_saleh_geography,The Bani Saleh were described as a tent-dwelling group cultivating dry-farmed lands south of Hoveyzeh and grazing seasonally between the Karkheh River and Hoveyzeh.,confirmed,active,Contemporary ethnographic/geographic description.
C0728,place,L0216,bani_saleh_leaders,"The report names Mahudar, Haji Ne'mat and Mahawi as leaders associated with the Bani Saleh.",confirmed,active,Names preserved from source; normalized transliteration remains open.
C0729,place,L0216,bani_saleh_force,The report attributes approximately fifteen hundred mounted men and riflemen to the Bani Saleh.,confirmed,active,Source-stated force estimate.
C0730,place,L0216,demographic_uncertainty,The Bani Saleh passage contains apparently inconsistent household figures that should not be normalized until visually reconciled.,confirmed,active,Evidence-quality flag retained in claim layer.
C0731,person,P0004,administrative_style,"Across the Khuzestan report Abdollah Khan repeatedly evaluated roads, water, military readiness, settlement, agriculture, trade and local political authority as interdependent parts of provincial administration.",probable,active,Interpretive synthesis grounded in multiple explicit recommendations; not a direct quotation.
C0800,person,P0004,shirazi_service,In 1309 AH Abdollah Khan went to Shiraz with the Fadavi Regiment and was assigned responsibility for guarding Shiraz and its citadel.,confirmed,active,Editor's biographical synthesis.
C0801,person,P0004,hamadan_crisis,"In 1310 AH Abdollah Khan was drawn into the Molla Abdollah Borujerdi crisis, summoned to Tehran, imprisoned and put in chains.",confirmed,active,The fact of detention is secure; sources differ on motive and political framing.
C0802,person,P0004,release_payment,"A source cited in the historical literature records a 7,000-toman payment associated with Abdollah Khan's release after the 1310 AH detention.",probable,active,"Preserve as source-reported financial outcome, not a fully reconstructed legal judgment."
C0803,person,P0004,fars_command_rehabilitation,Within months of the 1310 AH imprisonment Abdollah Khan was restored to command and appointed to lead the Fars forces.,confirmed,active,Major career reversal.
C0804,person,P0004,fars_deputy_governor,In Ramadan 1311 AH Abdollah Khan became deputy governor of Fars after Nezam al-Saltaneh Mafi's removal.,confirmed,active,Editor's chronology.
C0805,event,E0233,shirazi_casualties,The source reports roughly seven or eight deaths during the Shiraz confrontation involving Abdollah Khan's regiment.,confirmed,active,Historical source estimate; do not normalize beyond the stated range.
C0806,person,P0004,khuzestan_governor_1314,"In Dhu al-Qa'dah 1314 AH Abdollah Khan Sardar Akram became governor and military head of Khuzestan, replacing Ahmad Khan Ala al-Dowleh.",confirmed,active,Editor and later Gharagozloo history corroborate this appointment.
C0807,person,P0004,title_distribution_family,"At the time of the 1314 AH Khuzestan appointment, Hossein Qoli Khan received his father's former title Sa'ed al-Saltaneh and Mohtaj Ali Khan received Ejlal al-Mamalek.",confirmed,active,Title transfers are source-reported; no genealogy changes.
C0808,person,P0004,royal_honor_1316,A jeweled sword was reportedly awarded to Abdollah Khan in 1316 AH in recognition of his Khuzestan service.,confirmed,active,Corroborated in the Gharagozloo history; retained here as a mature-career honor claim.
C0809,person,P0004,landed_wealth,"Later sources portray Abdollah Khan as a major landholder, with a source-stated figure of roughly 120 villages/properties across Hamadan, Arak and Khamseh late in life.",probable,active,The aggregate number should remain a historical estimate until estate-by-estate reconstruction.
C0810,person,P0004,anti_constitutional_position,A report preserved by the editor portrays Abdollah Khan Sardar Akram as strongly opposed to the early Majles and constitutional movement in 1324 AH.,confirmed,active,Time-bounded political position; do not treat as immutable lifelong identity.
C0811,person,P0004,grain_crisis_accusation,"During a Hamadan grain crisis, townspeople and officials accused Abdollah Khan and other major khans of withholding grain.",confirmed,active,"Accusation preserved as accusation, not established guilt."
C0812,person,P0004,grain_crisis_response,Abdollah Khan later wrote to his steward indicating that he did not approve of hoarding grain.,confirmed,active,Self-defense/counter-evidence preserved alongside accusations.
C0813,person,P0004,command_revoked_1325,In Muharram 1325 AH Abdollah Khan's Amir Noyan/Sardar Akram command was abolished and his Fars military salary was stopped.,confirmed,active,Editor's chronology.
C0814,person,P0004,kurdistan_nomination_blocked,"In Safar 1325 AH Abdollah Khan was nominated to govern Kurdistan, but the Majles blocked the appointment.",confirmed,active,Political reversal during constitutional period.
C0815,person,P0004,fadavi_pay_crisis,On 27 Rabi II 1326 AH a Fadavi Regiment wage protest led to Abdollah Khan's War Ministry questioning and dismissal from government office.,confirmed,active,Editor's chronology.
C0816,person,P0004,amir_nezam_restoration,"After Mohammad Ali Shah's coup against the constitutional order, Abdollah Khan was restored to royal favor and granted the title Amir Nezam.",confirmed,active,Royalist restoration.
C0817,person,P0004,tabriz_campaign,In Ramadan 1326 AH Abdollah Khan Amir Nezam commanded Hamadan regiments in the royalist campaign against constitutionalist Tabriz.,confirmed,active,Politically sensitive event stated without advocacy.
C0818,person,P0004,finance_minister,Abdollah Khan served as Minister of Finance in 1327 AH and later again in the Ayn al-Dowleh cabinet in 1333 AH.,confirmed,active,Cabinet service.
C0819,person,P0004,mosaddegh_criticism,Mohammad Mosaddegh later criticized Amir Nezam's competence as finance minister and alleged that he used divination when considering appointments.,confirmed,active,"Retrospective criticism attributed to Mosaddegh, not adopted as archive judgment."
C0820,person,P0004,kurdistan_governor,"The editor identifies Abdollah Khan as governor of Kurdistan by 1328 AH, though the exact start date is uncertain.",probable,active,Keep date uncertainty explicit.
C0821,person,P0004,kordabad_excavation_investigation,"In 1328 AH officials investigated excavations on Abdollah Khan's Kordabad property; reports accused him of extensive digging for antiquities, while he claimed to have purchased government authorization for 3,000 tomans.",confirmed,active,Investigation and competing claims preserved; no finding of guilt asserted.
C0822,person,P0004,salar_al_dowleh_episode,"During the Salar al-Dowleh crisis around 1330 AH Abdollah Khan first associated his force with Salar al-Dowleh while remaining somewhat separate, then joined government forces under Farmanfarma after Salar retreated.",confirmed,active,Sequence preserved separately from the editor's harsher interpretation.
C0823,person,P0004,third_majles_election,"On 28 Rajab 1332 AH Abdollah Khan was elected as one of Hamadan's deputies to the Third Majles with a source-reported 4,829 votes.",confirmed,active,Major political reversal from earlier anti-Majles stance.
C0824,person,P0004,death,"Abdollah Khan died on Sunday, 23 Sha'ban 1334 AH (1916 CE), after a partial stroke while the First World War had reached Hamadan.",confirmed,active,Editor's biographical statement.
C0825,person,P0004,political_trajectory,Abdollah Khan's later career moved from early opposition to the constitutional movement and royalist military service to eventual election as a Third Majles deputy.,probable,active,Archive synthesis derived from dated events; not a direct quotation.
C0900,person,P0004,mecca_pilgrimage,Abdollah Khan undertook a Mecca pilgrimage in 1319 AH and left a surviving first-person travelogue of the journey.,confirmed,active,Primary-source authorship and travel event.
C0901,event,E0264,route_comparison,"Abdollah Khan compared alternative routes from Baku toward Istanbul via Tiflis/Batum and northern Black Sea connections, weighing time, price and comfort.",confirmed,active,First-person transport analysis.
C0902,event,E0264,through_ticket_route,"The diary describes an integrated Istanbul-to-Jeddah ticket using ship travel to Alexandria, rail transport through Egypt toward Suez, and ship travel from Suez to Jeddah.",confirmed,active,Historical transport network.
C0903,event,E0264,egypt_rail_observation,"Abdollah Khan recorded railway distance, stages and class-based fares on the Alexandria/Egypt–Suez corridor, including Ismailia.",confirmed,active,Source-stated transport data.
C0904,place,L0251,harbor_pilotage,On approaching Jeddah the diary describes dangerous rocky waters and a local pilot boarding the vessel to guide it safely into anchorage.,confirmed,active,First-person maritime observation.
C0905,person,P0004,pilgrim_fee_accusation,"Abdollah Khan accused the Iranian consular establishment associated with Jeddah of repeated fee extraction from Iranian pilgrims through passport, transport and related charges.",confirmed,active,Confirmed as an accusation made by the author; the underlying misconduct is not independently adjudicated here.
C0906,person,P0004,deceased_pilgrim_property_accusation,Abdollah Khan alleged that belongings of Iranian pilgrims who died could be taken into consular control in ways he regarded as abusive.,confirmed,active,"Authorial accusation, not independent finding of misconduct."
C0907,person,P0004,consular_reform_recommendation,Abdollah Khan argued that Iranian pilgrims might be better served without the existing Jeddah consular arrangement and favored more direct dealings with the Sharif of Mecca.,confirmed,active,Authorial administrative recommendation.
C0908,place,L0250,population_estimate,Abdollah Khan estimated Mecca's population at approximately eighty thousand.,confirmed,active,Source-stated contemporary estimate.
C0909,place,L0250,urban_architecture,Abdollah Khan described many Meccan houses as multi-story stone-and-plaster buildings and compared aspects of their form with buildings he had seen elsewhere.,confirmed,active,First-person urban observation.
C0910,place,L0250,sanitation_observation,Abdollah Khan strongly criticized street sanitation in Mecca and reported raising the issue with the Sharif.,confirmed,active,First-person urban criticism.
C0911,event,E0261,cholera_outbreak,A severe cholera outbreak in Mecca during Dhu al-Hijjah 1319 AH altered the plans of many pilgrims and Abdollah Khan's own onward travel decisions.,confirmed,active,First-person diary account.
C0912,person,P0004,estekhareh_travel_decision,Abdollah Khan records using estekhareh when deciding whether to continue toward Medina during the cholera outbreak.,confirmed,active,Direct self-report; this independently demonstrates personal use of estekhareh in travel decisions.
C0913,event,E0261,bodies_seen,On 14 Dhu al-Hijjah 1319 AH Abdollah Khan reported seeing roughly fifty dead people along the road as cholera worsened.,confirmed,active,Source-stated eyewitness estimate.
C0914,event,E0261,departure_delayed,On 15 Dhu al-Hijjah Abdollah Khan's planned departure was delayed because transport animals could not be obtained.,confirmed,active,First-person diary entry.
C0915,event,E0262,wife_death,Abdollah Khan's wife died in Mecca on 15 Dhu al-Hijjah 1319 AH after severe illness during the pilgrimage.,confirmed,active,Editor notes indicate pre-existing heart palpitations and worsening illness amid cholera and heat; her personal identity remains unresolved.
C0916,person,P0004,devotional_acts_for_others,"During the final days in Mecca Abdollah Khan records performing devotional acts on behalf of the Shah, Atabak-e A'zam, Sepahsalar, his father, his mother and the late Haji Mohammad Khan.",confirmed,active,First-person diary; preserve as religious/personal practice.
C0917,event,E0263,refused_hand_kissing,Before meeting the Sharif of Mecca Abdollah Khan was told that custom required kissing the Sharif's hand; he explicitly refused and entered without doing so.,confirmed,active,First-person account of his own conduct.
C0918,event,E0263,raised_pilgrim_concerns,"During the meeting with the Sharif, Abdollah Khan raised concerns about pilgrim treatment and expressed appreciation for comparatively favorable treatment of Shi'i pilgrims.",confirmed,active,First-person encounter.
C0919,person,P0004,sacred_site_visits,"The closing diary entries record visits to the cemetery associated with Abu Talib and sites connected with Amina, Khadija, Abd al-Muttalib and Abd Manaf.",confirmed,active,Religious travel observation.
C0920,person,P0004,surviving_diary_endpoint,The surviving Mecca travelogue does not provide a complete return-home itinerary after the final Mecca entries.,confirmed,active,Archive-level source-boundary statement.
C0921,person,P0004,europe_travel_reference,"Abdollah Khan's surviving writings refer retrospectively to earlier European travel, including Rome, Paris, St. Petersburg and Moscow.",confirmed,active,Retrospective reference only; no full Europe diary is currently present in the source collection.
C0922,person,P0004,king_of_italy_reference,The surviving writings/editorial synthesis report that Abdollah Khan referred to having met the King of Italy.,probable,active,Preserve as retrospective self-reference/editorial synthesis until the original Europe diary is located.
C0923,person,P0004,missing_europe_travelogue,"The editor states that Abdollah Khan referred to a separate European travelogue, but that work was not among the eight writings located and published in Majmooe Asaar.",confirmed,active,Source-preservation fact; do not treat the missing travelogue as directly available evidence.
C0924,person,P0004,international_observational_style,"The Mecca travelogue shows Abdollah Khan repeatedly comparing transport systems, prices, urban form, administration and public services across multiple countries and cities.",probable,active,Archive synthesis based on multiple direct observations; not a quotation.
C1000,person,P0004,merv_booklet_authorship,"Abdollah Khan authored Kitabcheh-ye Merv, a distinct report completed in 1296 AH.",confirmed,active,Keep distinct from the Sarakhs/Naseriyeh report.
C1001,place,L0270,teke_divisions,The Merv booklet associates major Teke groupings with Aqtemish and Taqtemish branches and with Merv and Akhal.,confirmed,active,Source's ethnographic classification.
C1002,event,E0281,araz_khan_association,The source associates Araz Khan with building Qarli Band on the Tejen.,confirmed,active,Historical source attribution.
C1003,event,E0281,agricultural_effect,The source links Qarli Band irrigation with expanded cultivation and improved grain prosperity.,confirmed,active,Historical economic/environmental claim.
C1004,place,L0271,khvajam_shokur_migration,Khvajam Shokur Aq-Saqal is described as an influential leader associated with movement of Teke groups between Tejen and Sarakhs.,confirmed,active,Historical political/tribal narrative.
C1005,place,L0271,khvajam_shokur_following,The source says roughly six thousand households eventually gathered under Khvajam Shokur's authority.,confirmed,active,Source-stated demographic estimate.
C1006,place,L0271,khvajam_shokur_trade_control,Abdollah Khan portrays Khvajam Shokur as exercising severe coercive authority over trade and internal discipline.,confirmed,active,Authorial portrayal; not neutral character judgment.
C1007,event,E0282,qushid_khan_commander,Qushid Khan is described as having been selected as commander during a major conflict involving Turkmen groups and Khiva.,confirmed,active,Historical narrative.
C1008,place,L0273,founder_association,The source associates Qushid Khan with building the fortress later bearing his name near Sarakhs.,confirmed,active,Person-place association retained in claim layer pending person-ID reconciliation.
C1009,event,E0282,khiva_advance,Mohammad Amin Khan of Khiva advanced from the Merv region toward Sarakhs and surrounded the Teke defensive concentration at Qushid Khan's fortress.,confirmed,active,Historical battle narrative.
C1010,event,E0282,teke_attempted_submission,"Before the fighting, the Teke reportedly attempted submission through gifts of money and horses, which Mohammad Amin Khan rejected.",confirmed,active,Source's sequence of events.
C1011,event,E0282,teke_field_commanders,"The source names Aman Sa'd Sardar and Bardi Niyaz Khan, son of Araz Khan, among Teke commanders during the battle.",confirmed,active,Names preserved from source; transliteration may need later normalization.
C1012,event,E0282,mohammad_amin_khan_death,The source says Mohammad Amin Khan of Khiva was killed during the battle near Sarakhs.,confirmed,active,Historical claim as reported by Abdollah Khan.
C1013,event,E0282,mir_ahmad_retreat,Mir Ahmad Khan Jamshidi is described as reorganizing the surviving Khivan army and withdrawing it in good order.,confirmed,active,Historical military narrative.
C1014,event,E0283,no_single_ruler,"After Qushid Khan's death, the source says no single Merv khan was accepted by the entire Teke population.",confirmed,active,Political fragmentation.
C1015,event,E0283,major_chiefs,"The source identifies Araz Morad Khan, Beg Morad Khan, Baba Khan son of Qushid Khan, and Nur Verdi Khan among the principal chiefs in the fragmented leadership structure.",confirmed,active,Leadership names preserved from source.
C1016,event,E0283,abdollah_leader_assessments,Abdollah Khan judges Nur Verdi Khan and Beg Morad Khan favorably while describing Baba Khan very negatively.,confirmed,active,"Explicit authorial assessment, not neutral personality fact."
C1017,place,L0270,irrigation_dependency,"The Merv economy is described as highly dependent on river and dam irrigation, with major disorder when the dam failed.",confirmed,active,Environmental/economic observation.
C1018,place,L0270,collective_dam_labor,The source describes mobilization of several thousand workers to repair damaged irrigation infrastructure.,confirmed,active,Source-stated labor scale.
C1019,place,L0270,agricultural_products,"The source describes strong production of melons, watermelons, pumpkins, grains and other field crops, while fruit gardens were relatively scarce.",confirmed,active,Contemporary agricultural description.
C1020,place,L0270,fuel_sources,"Camel-thorn shrubs and tamarisk are described as important fuel sources, with winter fuel stockpiling.",confirmed,active,Environmental/economic observation.
C1021,place,L0270,weekly_markets,"The source reports two weekly markets, on Mondays and Thursdays, near Qushid Khan's house in the Taqtamish area.",confirmed,active,Commercial routine.
C1022,place,L0270,wealth_distribution,Abdollah Khan estimates that large cash fortunes were uncommon among the Teke population of Merv.,confirmed,active,Authorial estimate; do not convert into modern wealth statistics.
C1023,place,L0270,cavalry_decline,Abdollah Khan argues that Teke cavalry numbers had declined and that assembling even ten thousand mounted men would have been difficult in his time.,confirmed,active,Authorial military assessment.
C1024,place,L0270,rifle_infantry_strength,"Abdollah Khan describes Teke rifle infantry as formidable, including prone firing and an effective range he reports at around three hundred paces.",confirmed,active,Authorial military assessment.
C1025,place,L0270,mirkan_term,The source uses the term mirkan for the type of Teke rifleman being described.,confirmed,active,Preserve source terminology.
C1026,place,L0270,salur_subordination,"The source portrays Salur communities in Merv as politically and economically subordinate to Teke power, including limited land and water autonomy.",confirmed,active,Ethnographic/social description; time- and source-bounded.
C1027,place,L0270,salur_intermarriage_barriers,"Abdollah Khan describes social barriers around intermarriage between Salur and Teke groups, while noting that wealth could sometimes override them.",confirmed,active,"Historical social observation, not timeless generalization."
C1028,person,P0004,merv_analytical_scope,"In the Merv booklet Abdollah Khan combines political history, ethnography, warfare, irrigation, agriculture, markets, wealth and military analysis in one regional report.",probable,active,Archive synthesis derived from the work's structure.
C1100,person,P0004,kalat_three_reports,"Majmooe Asaar preserves three distinct Kalat Naderi reports by Abdollah Khan, including a 1302 AH strategic report and a separate repair-inspection booklet.",confirmed,active,Source-work boundary claim.
C1101,event,E0300,sheep_capacity,Abdollah Khan estimated that Kalat could internally sustain roughly six thousand sheep without outside pasture.,confirmed,active,Source-stated estimate.
C1102,event,E0300,mare_capacity,Abdollah Khan estimated that Kalat could internally sustain roughly five hundred mares.,confirmed,active,Source-stated estimate.
C1103,event,E0300,actual_sheep_holdings,The source reports actual sheep holdings around twelve thousand.,confirmed,active,Historical estimate.
C1104,event,E0300,seasonal_pasture,The report describes prolonged seasonal pasture availability in Kalat's mountain and valley environment.,confirmed,active,Environmental observation.
C1105,event,E0300,fuel_resources,Brushwood from Shir Kuh and other local mountain vegetation served as major fuel resources.,confirmed,active,Environmental/economic observation.
C1106,event,E0300,wild_pistachio,The report describes substantial wild pistachio growth in areas behind the Kalat mountains.,confirmed,active,Environmental observation.
C1107,event,E0300,cumin_abundance,Abdollah Khan describes abundant Maku'i cumin in and around Kalat.,confirmed,active,Source terminology retained.
C1108,event,E0300,cumin_tax_potential,Abdollah Khan argues that organized cumin collection could potentially cover Kalat's entire tax obligation.,confirmed,active,"Authorial economic assessment, not audited fiscal fact."
C1109,event,E0300,local_resource_capture,Abdollah Khan believed local inhabitants could profit more from resources then being harvested seasonally by outsiders from Tabas near Kashtani and Chub Mast.,confirmed,active,Authorial economic recommendation; botanical term remains unresolved.
C1110,event,E0300,population_provisioning,The report argues that Kalat's internal food production could provision a population around ten thousand even though far fewer soldiers should be needed for defense.,confirmed,active,Authorial capacity estimate.
C1111,event,E0301,self_sufficient_defense,Abdollah Khan considered Kalat unusually defensible because water and provisions could be produced within the fortified region.,confirmed,active,Strategic assessment.
C1112,event,E0301,five_principal_entrances,Report 2 identifies five principal entrances suitable for routine passage of men and horses.,confirmed,active,Strategic geography.
C1113,event,E0301,seventy_five_footpaths,"Report 2 describes approximately seventy-five additional pedestrian routes, several of which could also admit horses.",confirmed,active,Survey estimate before more detailed repair inspection.
C1114,event,E0301,reduced_garrison_estimate,"After proper fortification, Abdollah Khan estimated that roughly two hundred to three hundred soldiers could secure Kalat.",confirmed,active,Authorial defense estimate.
C1115,event,E0301,fortification_payback,He argued that fortification costs could be recovered within roughly one year through savings in recurring military salaries and rations.,confirmed,active,Authorial fiscal/defense analysis.
C1116,event,E0301,cavalry_reform,The source describes an older nominal 300-cavalry establishment reorganized under Asef al-Dowleh into 100 reliable mounted men.,confirmed,active,Historical administrative claim.
C1117,event,E0301,cavalry_pay,The reorganized cavalry were reported as receiving twenty tomans annually per rider.,confirmed,active,Source-stated pay figure.
C1118,event,E0301,fiscal_return_after_reform,The source reports roughly four hundred tomans cash and four hundred kharvars in kind returning to the administration after cavalry expenses.,confirmed,active,Historical fiscal estimate.
C1119,event,E0301,artillery_inventory,Report 2 records six artillery pieces in Kalat.,confirmed,active,Source-stated inventory.
C1120,place,L0294,artillery_position,Two guns at Darband-e Nafta were described as operational/useful.,confirmed,active,Artillery placement.
C1121,place,L0291,artillery_position,Two guns at Arghavan Shah were described as badly oriented and effectively useless in their existing position.,confirmed,active,Authorial military assessment.
C1122,place,L0296,artillery_condition,Two guns at Kobud Gonbad were reported lying without carriages.,confirmed,active,Artillery condition.
C1123,event,E0301,mountain_gun_recommendation,Abdollah Khan considered small mule-transported Austrian mountain guns especially suitable for Kalat.,confirmed,active,Authorial recommendation.
C1124,event,E0302,five_named_darbands,"Report 3 names Arghavan Shah, Kashtani, Chub Mast, Nafta and Dehcheh as the five principal darbands.",confirmed,active,Detailed engineering survey.
C1125,event,E0302,seventy_nine_approaches,Abdollah Khan states that he personally inspected seventy-nine pedestrian approaches and worked out how each could be blocked or fortified.,confirmed,active,First-person field-inspection claim.
C1126,event,E0302,route_count_refinement,The 75-route figure in Report 2 and 79-route figure in Report 3 are best preserved as probable progressive survey refinement rather than silently treated as identical.,probable,active,"Archive reconciliation note, not source quotation."
C1127,event,E0302,ruined_guard_posts,"The source says many old guard towers had collapsed, forcing guards to live in tents or rock crevices.",confirmed,active,First-person inspection observation.
C1128,event,E0302,material_transport,Construction materials sometimes had to be carried by people for roughly half a farsakh to a full farsakh to high work sites.,confirmed,active,Construction logistics.
C1129,event,E0302,earthwork_routes,"Abdollah Khan estimated that roughly twenty approaches could be blocked comparatively cheaply with earth/fill, while many others required masonry.",confirmed,active,Engineering recommendation.
C1130,event,E0302,spring_water_strategy,He recommended beginning some high-elevation construction in early spring so rainwater could be collected for masonry work.,confirmed,active,Construction logistics recommendation.
C1131,event,E0302,water_transport_cost,"Where water had to be carried to work sites, the source gives a cost around ten shahis per water skin, varying by location.",confirmed,active,Source-stated construction cost.
C1132,event,E0302,naderi_durability_standard,Abdollah Khan treated surviving Naderi construction as the appropriate standard of durability for new repairs.,confirmed,active,Authorial engineering judgment.
C1133,event,E0302,behbud_repair_failure,He contrasted Naderi works with recent repairs under Behbud Khan that had reportedly deteriorated within only a few years.,confirmed,active,Authorial comparison.
C1134,event,E0302,strategic_repair_budget,Abdollah Khan estimated that durable major defensive repairs could be carried out for roughly five thousand tomans under competent and honest supervision.,confirmed,active,Authorial budget estimate.
C1135,event,E0302,corruption_warning,"He warned that poor or dishonest management could spend around twenty thousand tomans and still produce weak, short-lived construction.",confirmed,active,"Illustrative warning, not an audited corruption case."
C1136,event,E0302,oversight_standard,"Abdollah Khan recommended a trustworthy overseer who remained personally present, inspected workmanship, and had no financial self-interest in the work.",confirmed,active,Governance/engineering recommendation.
C1137,event,E0302,government_complex_budget,"For the government/mausoleum complex, he distinguished a fuller restoration around fifteen hundred tomans from a minimum functional repair around five hundred tomans.",confirmed,active,Different project scopes; not contradictory budgets.
C1138,event,E0302,granary_capacity,He recommended a grain store capable of holding at least two thousand kharvars of wheat.,confirmed,active,Fortress logistics recommendation.
C1139,person,P0004,kalat_administrative_style,"Across the Kalat reports Abdollah Khan repeatedly links defensibility to internal provisioning, durable infrastructure, realistic manpower, careful budgeting and honest supervision.",probable,active,Archive synthesis based on multiple explicit recommendations.
C1200,person,P0004,fars_fiscal_treatise,Abdollah Khan authored a distinct treatise analyzing taxation and provincial fiscal administration in Fars.,confirmed,active,Source-work claim.
C1201,event,E0320,fiscal_chain,"The treatise analyzes revenue movement through a chain of central government, provincial governor, subordinate officials or tribal authorities, and cultivators/households.",confirmed,active,Administrative structure.
C1202,event,E0320,good_governor_insufficient,Abdollah Khan argues that appointing an intelligent or just governor is insufficient unless relationships among fiscal layers are formally bounded and defined.,confirmed,active,Core reform argument.
C1203,event,E0320,arbabi_vs_khalesegi,The treatise distinguishes landed/arbabi tax systems from khalesegi and tribal fiscal systems.,confirmed,active,Administrative typology.
C1204,event,E0320,arbabi_abuse_channels,"In landed-property systems, Abdollah Khan says abuse more often entered through bribes, gifts, fines and fabricated charges than through formal reassessment known to landowners.",confirmed,active,Authorial analysis.
C1205,place,L0311,darab_total_estimate,The Darab example gives tax plus tafavot-e amal at roughly twenty-seven thousand tomans.,confirmed,active,Source-stated figure.
C1206,place,L0311,relief_capture,Abdollah Khan argues that cutting the provincial demand on Darab would not automatically reduce what cultivators paid; the benefit could be retained by the district governor.,confirmed,active,Fiscal-incidence analysis.
C1207,event,E0320,khalesegi_districts,"Qir-o Karzin, Laristan, Darab and Behbahan are among districts cited in discussion of khalesegi-style fiscal arrangements.",confirmed,active,Named examples.
C1208,event,E0320,customary_shares,"The treatise discusses customary agricultural shares such as ushr and khoms, and in some contexts fixed dues associated with productive assets such as date palms.",confirmed,active,Historical tax categories.
C1209,event,E0320,lease_comparison,"Abdollah Khan compares some local revenue arrangements to leasing, where an administrator committed to pay above the formal assessment and sought profit through greater cultivation/output.",confirmed,active,Authorial institutional comparison.
C1210,event,E0320,no_arbitrary_rate_increase,He argues that a customary one-tenth levy should not simply be converted to one-fifth under the pretext of raising more revenue.,confirmed,active,Authorial limit on extraction.
C1211,event,E0320,tribal_examples,"Qashqai, Arab and Baharlu groups are explicitly cited in discussion of tribal household taxation through kadkhodas and subordinate chiefs.",confirmed,active,Named tribal examples.
C1212,event,E0320,tribal_relief_capture,Abdollah Khan argues that reducing state demands on tribal leadership would not necessarily reduce what ordinary tribal households paid.,confirmed,active,Fiscal-incidence analysis.
C1213,place,L0012,haji_rostam_identity,The source identifies Haji Rostam Khan as son of Fath Ali Khan Lari in the Laristan fiscal example.,confirmed,active,Do not create canonical person record until identity reconciliation.
C1214,place,L0012,haji_rostam_margin,The source estimates Haji Rostam Khan's revenue above official government tax at roughly fifty to eighty thousand tomans.,confirmed,active,"Historical source estimate, not audited account."
C1215,place,L0012,laristan_tafavot,The source reports roughly thirty-two thousand tomans paid to the Fars government as tafavot-e amal in the Laristan example.,confirmed,active,Historical source figure.
C1216,place,L0012,laristan_incidence,Abdollah Khan uses the Laristan case to argue that shifting revenue between the provincial governor and local administrator does not necessarily benefit cultivators.,confirmed,active,Fiscal-incidence argument.
C1217,event,E0320,customary_vs_arbitrary,Abdollah Khan distinguishes customary principal and supplementary fiscal obligations from arbitrary fines and extractions.,confirmed,active,Authorial administrative distinction.
C1218,event,E0320,peasant_complaint_cause,"He attributes many cultivator complaints to excessive additional demands, fines and invented exactions imposed beyond customary obligations.",confirmed,active,Authorial interpretation of complaints.
C1219,event,E0320,pishkesh_range,The treatise discusses Fars governors paying pishkesh on the order of roughly fifty to one hundred thousand tomans.,confirmed,active,Source-stated magnitude.
C1220,event,E0320,pishkesh_not_root_cause,Abdollah Khan argues that pishkesh to Tehran was not by itself the root cause of lower-level exactions because customary intermediary margins could remain even if pishkesh disappeared.,confirmed,active,Fiscal-incidence argument.
C1221,event,E0320,top_level_relief_not_enough,"Abolishing a payment at the top of the fiscal chain does not, in Abdollah Khan's analysis, guarantee relief at the bottom.",confirmed,active,Archive phrasing of explicit argument.
C1222,event,E0320,bounded_defined_relations,His reform principle is that principal and supplementary obligations and dealings between each administrative layer should be explicitly limited and defined.,confirmed,active,Core reform principle.
C1223,event,E0320,predictability_over_blanket_cut,The treatise emphasizes predictable obligations and constrained discretionary authority more than a blanket reduction of all customary taxation.,probable,active,Archive synthesis of repeated explicit arguments.
C1224,event,E0320,baqi_definition,"Abdollah Khan explains that some ""baqi-ye Fars"" arrears could represent revenue already collected from taxpayers but spent by subordinate officials before remittance.",confirmed,active,Accounting interpretation.
C1225,event,E0320,arrears_not_taxpayer_default,Recorded arrears therefore did not necessarily mean that cultivators themselves had failed to pay.,confirmed,active,Direct implication stated in source discussion.
C1226,event,E0320,accounting_can_hide_diversion,The treatise shows that provincial accounting categories could conceal diversion or non-remittance at intermediary levels.,probable,active,Archive synthesis; damaged final OCR names excluded.
C1227,person,P0004,fiscal_analytical_style,"In the Fars treatise Abdollah Khan focuses on incentives, intermediary capture, predictable rules, and the difference between formal liability and actual fiscal incidence.",probable,active,Archive synthesis based on the treatise's recurring logic.
C1300,person,P0004,secondary_astarabad_appointment,Majidi secondarily corroborates Abdollah Khan's appointment as governor of Astarabad on 24 Jumada II 1298 AH.,confirmed,active,Secondary corroboration; do not duplicate existing primary event if already present.
C1301,person,P0004,secondary_khuzestan_service,Majidi secondarily corroborates Abdollah Khan's Khuzestan service beginning in 1305 AH under/with Hossein Qoli Khan Nezam al-Saltaneh Mafi.,confirmed,active,Secondary corroboration.
C1302,person,P0004,secondary_report_presentation,Majidi states that the Arabistan/Lorestan report was presented in Rabi I 1308 AH.,confirmed,active,Secondary corroboration.
C1303,person,P0004,secondary_shiraz_service,Majidi states that Abdollah Khan was in Shiraz by 1309 AH with responsibility for guarding the city and citadel.,confirmed,active,Secondary corroboration.
